run A,run B,counts key,collectedBy,secondaryCollectors,recordNumber,minimumEventDate,maximumEventDate,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,locality,habitat,otherCatalogNumbers,originalMethod,typeStatus,%collectedBy non N/A,%secondaryCollectors non N/A,%recordNumber non N/A,%minimumEventDate non N/A,%maximumEventDate non N/A,%latestScientificName non N/A,%identifiedBy non N/A,%verbatimDateIdentified non N/A,%associatedTaxa non N/A,%country non N/A,%firstPoliticalUnit non N/A,%secondPoliticalUnit non N/A,%municipality non N/A,%locality non N/A,%habitat non N/A,%otherCatalogNumbers non N/A,%originalMethod non N/A,%typeStatus non N/A,"SUM diffs(A,B)",SUM targets,SUM non-N/A targets,ratio diff:targets,percent difference,ratio diff:non-N/A targets,percent diff non-N/A targets
Spread_6_11_1050.csv,Spread_6_11_1110.csv,"[num diff, all targets, non N/A targets]","[12, 100, 100]","[9, 100, 28]","[8, 100, 100]","[5, 100, 99]","[1, 100, 4]","[7, 100, 100]","[9, 100, 77]","[13, 100, 33]","[1, 100, 1]","[0, 100, 100]","[1, 100, 90]","[3, 100, 25]","[7, 100, 16]","[36, 100, 100]","[22, 100, 67]","[11, 100, 96]","[5, 100, 100]","[0, 100, 100]",12.0,32.142857142857146,8.0,5.05050505050505,25.0,7.000000000000001,11.688311688311687,39.39393939393939,100.0,0.0,1.1111111111111112,12.0,43.75,36.0,32.83582089552239,11.458333333333332,5.0,0.0,150,1800,1236,150:1800,8.333333333333332,150:1236,12.135922330097088
SpreadJun.21.24.1043.csv,SpreadJun.26.24.1050.csv,"[num diff, all targets, non N/A targets]","[4, 100, 100]","[2, 100, 28]","[1, 100, 100]","[3, 100, 99]","[0, 100, 4]","[1, 100, 100]","[2, 100, 77]","[1, 100, 33]","[0, 100, 1]","[0, 100, 100]","[3, 100, 90]","[1, 100, 25]","[0, 100, 16]","[12, 100, 100]","[6, 100, 67]","[1, 100, 96]","[4, 100, 100]","[0, 100, 100]",4.0,7.142857142857142,1.0,3.0303030303030303,0.0,1.0,2.5974025974025974,3.0303030303030303,0.0,0.0,3.3333333333333335,4.0,0.0,12.0,8.955223880597014,1.0416666666666665,4.0,0.0,41,1800,1236,41:1800,2.2777777777777777,41:1236,3.3171521035598706
